1,0.000000,0.000000,0.000000,0.000000,31.000000,0.000000,10.000000
2,0.000000,0.000000,0.000000,1.000000,50.000000,0.000000,22.000000
3,0.000000,0.000000,0.000000,2.000000,47.000000,1.000000,17.000000
4,0.000000,0.000000,0.000000,1.000000,8.000000,0.000000,29.000000
5,3.000000,1.000000,2.000000,9.000000,22.000000,3.000000,18.000000
6,6.000000,1.000000,2.000000,12.000000,24.000000,5.000000,17.000000
7,15.000000,2.000000,3.000000,17.000000,39.000000,21.000000,30.000000
8,59.000000,2.000000,14.000000,33.000000,91.000000,17.000000,24.000000
9,198.000000,11.000000,14.000000,72.000000,60.000000,41.000000,30.000000
10,576.000000,13.000000,18.000000,118.000000,117.000000,95.000000,47.000000
11,2457.000000,38.000000,50.000000,384.000000,253.000000,215.000000,89.000000
12,7451.000000,40.000000,60.000000,434.000000,477.000000,495.000000,328.000000
13,28441.000000,122.000000,147.000000,985.000000,1469.000000,1977.000000,945.000000
14,114711.000000,222.000000,356.000000,2173.000000,3498.000000,3955.000000,3291.000000
15,446310.000000,416.000000,615.000000,6475.000000,3583.000000,5099.000000,2463.000000
16,1863340.000000,854.000000,1487.000000,10055.000000,10751.000000,8664.000000,10983.000000
17,8000846.000000,1910.000000,3282.000000,24448.000000,20278.000000,25064.000000,18904.000000
18,30953565.000000,4969.000000,7516.000000,52067.000000,37411.000000,64502.000000,41023.000000
19,125439022.000000,8648.000000,19883.000000,122015.000000,59970.000000,228619.000000,151453.000000
20,493785140.000000,18956.000000,60114.000000,244701.000000,126464.000000,759357.000000,472076.000000
21,1983626909.000000,36972.000000,200457.000000,481558.000000,240381.000000,2505550.000000,1778536.000000
