1,0.000000,0.000000,0.000000,0.000000,23.000000,0.000000,4.000000
2,0.000000,0.000000,0.000000,0.000000,16.000000,0.000000,4.000000
3,0.000000,0.000000,0.000000,0.000000,28.000000,0.000000,10.000000
4,0.000000,0.000000,1.000000,3.000000,18.000000,1.000000,18.000000
5,2.000000,0.000000,1.000000,5.000000,13.000000,1.000000,32.000000
6,6.000000,1.000000,2.000000,11.000000,12.000000,1.000000,13.000000
7,10.000000,1.000000,1.000000,10.000000,11.000000,5.000000,24.000000
8,89.000000,5.000000,8.000000,56.000000,34.000000,29.000000,23.000000
9,346.000000,10.000000,17.000000,123.000000,86.000000,67.000000,37.000000
10,1247.000000,14.000000,30.000000,170.000000,121.000000,160.000000,74.000000
11,2537.000000,26.000000,39.000000,265.000000,302.000000,428.000000,224.000000
12,8704.000000,41.000000,69.000000,572.000000,557.000000,697.000000,246.000000
13,26004.000000,101.000000,143.000000,1002.000000,1351.000000,1626.000000,841.000000
14,103894.000000,212.000000,303.000000,2096.000000,1941.000000,3885.000000,1720.000000
15,414556.000000,397.000000,583.000000,4645.000000,8432.000000,4854.000000,2456.000000
16,1657885.000000,831.000000,1431.000000,10250.000000,12282.000000,15732.000000,11079.000000
17,6635887.000000,2604.000000,4252.000000,25056.000000,18591.000000,28667.000000,17078.000000
18,26550039.000000,3786.000000,6476.000000,48295.000000,32965.000000,53549.000000,37366.000000
19,106401246.000000,8555.000000,16329.000000,108987.000000,56304.000000,201197.000000,154770.000000
20,433028879.000000,16711.000000,53002.000000,229098.000000,115438.000000,692490.000000,545510.000000
21,1760957046.000000,35783.000000,193444.000000,478718.000000,247153.000000,2495197.000000,1859272.000000
22,8144920956.000000,87723.000000,512214.000000,1116396.000000,554855.000000,7515636.000000,4924030.000000
